State,Year,Teachers,Students
Louisiana,2007,48610,681038
Maine,2007,16558,196245
Maryland,2007,59320,845700
Massachusetts,2007,70719,962958
Michigan,2007,96204,1692739
Minnesota,2007,52975,837578
Mississippi,2007,33560,494122
Missouri,2007,68430,917188
Montana,2007,10519,142823
Nebraska,2007,21930,291244
Nevada,2007,23423,429362
New Hampshire,2007,15484,200772
New Jersey,2007,111500,1382348
New Mexico,2007,22300,329040
New York,2007,211854,2765435
North Carolina,2007,106562,1489492
North Dakota,2007,8068,95059
Ohio,2007,109766,1827184
Oklahoma,2007,46709,642065
Oregon,2007,30013,565586
Pennsylvania,2007,135234,1801971
Rhode Island,2007,11271,147629
South Carolina,2007,47368,712317
South Dakota,2007,9416,121606
Tennessee,2007,64659,964259
Texas,2007,321929,4674832
Utah,2007,24336,576244
Vermont,2007,8749,94038
Virginia,2007,71861,1230857
Washington,2007,53960,1030247
West Virginia,2007,20306,282535
Wisconsin,2007,58914,874633
Wyoming,2007,6915,86422
Alabama,2008,47818,745668
Alaska,2008,7927,130662
Arizona,2008,54696,1087817
Arkansas,2008,37162,478965
California,2008,303647,6322528
Colorado,2008,48692,818443
Connecticut,2008,48463,567198
Delaware,2008,8322,125430
District of Columbia,2008,5321,68681
Florida,2008,186361,2631020
Georgia,2008,118839,1655792
Hawaii,2008,11295,179478
Idaho,2008,15148,275051
Illinois,2008,135704,2119707
Indiana,2008,62668,1046147
Iowa,2008,35961,487559
Kansas,2008,35883,471060
Kentucky,2008,43451,670030
Louisiana,2008,49377,684873
Maine,2008,15912,192935
Maryland,2008,58940,843861
Massachusetts,2008,70398,958910
Michigan,2008,94754,1659921
Minnesota,2008,53083,836048
Mississippi,2008,33358,491962
Missouri,2008,68015,917871
Montana,2008,10467,141899
Nebraska,2008,22057,292590
Nevada,2008,21993,433371
New Hampshire,2008,15661,197934
New Jersey,2008,114713,1381420
New Mexico,2008,22825,330245
New York,2008,217944,2740592
North Carolina,2008,109634,1488645
North Dakota,2008,8181,94728
Ohio,2008,112845,1817163
Oklahoma,2008,46571,645108
Oregon,2008,30152,575393
Pennsylvania,2008,129708,1775029
Rhode Island,2008,11316,145342
South Carolina,2008,49941,718113
South Dakota,2008,9244,126429
Tennessee,2008,64926,971950
Texas,2008,327905,4752148
Utah,2008,23657,559778
Vermont,2008,8766,93625
Virginia,2008,71415,1235795
Washington,2008,54428,1037018
West Virginia,2008,20209,282729
Wisconsin,2008,59401,873750
Wyoming,2008,7000,87161
Alabama,2009,47492,748889
Alaska,2009,8083,131661
Arizona,2009,51947,1077831
Arkansas,2009,37240,480559
California,2009,316299,6263438
Colorado,2009,49060,832368
Connecticut,2009,43593,563968
Delaware,2009,8640,126801
District of Columbia,2009,5854,69433
Florida,2009,183827,2634522
Georgia,2009,115918,1667685
Hawaii,2009,11472,180196
Idaho,2009,15201,276299
Illinois,2009,138483,2104175
Indiana,2009,62258,1046661
Iowa,2009,35842,491842
Kansas,2009,34700,474489
Kentucky,2009,41981,680089
Louisiana,2009,49646,690915
Maine,2009,16331,189225
Maryland,2009,58463,848412
Massachusetts,2009,69909,957053
Michigan,2009,92691,1649082
Minnesota,2009,52839,837053
Mississippi,2009,33103,492481
Missouri,2009,67796,917982
Montana,2009,10521,141807
Nebraska,2009,22256,295368
Nevada,2009,22104,428947
New Hampshire,2009,15491,197140
New Jersey,2009,115248,1396029
New Mexico,2009,22724,334419
New York,2009,214804,2766052
North Carolina,2009,105036,1483397
North Dakota,2009,8366,95073
Ohio,2009,111378,1764297
Oklahoma,2009,42615,654802
Oregon,2009,28768,582839
Pennsylvania,2009,130984,1785993
Rhode Island,2009,11366,145118
South Carolina,2009,46980,723143
South Dakota,2009,9326,123713
Tennessee,2009,65361,972549
Texas,2009,333164,4850210
Utah,2009,25615,571586
Vermont,2009,8734,91451
Virginia,2009,70827,1245340
Washington,2009,53448,1035347
West Virginia,2009,20299,282662
Wisconsin,2009,58426,872436
Wyoming,2009,7166,88155
Alabama,2010,49363,755552
Alaska,2010,8171,132104
Arizona,2010,50031,1071751
Arkansas,2010,34273,482114
California,2010,260806,6289578
Colorado,2010,48543,843316
Connecticut,2010,42951,560546
Delaware,2010,8933,129403
District of Columbia,2010,5925,71284
Florida,2010,175609,2643347
Georgia,2010,112460,1677067
Hawaii,2010,11396,179601
Idaho,2010,15673,275859
Illinois,2010,132983,2091654
Indiana,2010,58121,1047232
Iowa,2010,34642,495775
Kansas,2010,34644,483701
Kentucky,2010,42042,673128
Louisiana,2010,48655,696558
Maine,2010,15384,189077
Maryland,2010,58428,852211
Massachusetts,2010,68754,955563
Michigan,2010,88615,1587067
Minnesota,2010,52672,838037
Mississippi,2010,32255,490526
Missouri,2010,66735,918710
Montana,2010,10361,141693
Nebraska,2010,22345,298500
Nevada,2010,21839,437149
New Hampshire,2010,15365,194711
New Jersey,2010,110202,1402548
New Mexico,2010,22437,338122
New York,2010,211606,2734955
North Carolina,2010,98357,1490605
North Dakota,2010,8417,96323
Ohio,2010,109282,1754191
Oklahoma,2010,41278,659911
Oregon,2010,28109,570720
Pennsylvania,2010,129911,1793284
Rhode Island,2010,11212,143793
South Carolina,2010,45210,725838
South Dakota,2010,9512,126128
Tennessee,2010,66558,987422
Texas,2010,334997,4935715
Utah,2010,25677,585552
Vermont,2010,8382,96858
Virginia,2010,70947,1251440
Washington,2010,53934,1043788
West Virginia,2010,20338,282879
Wisconsin,2010,57625,872286
Wyoming,2010,7127,89009
Alabama,2011,47723,744621
Alaska,2011,8088,131167
Arizona,2011,50800,1080319
Arkansas,2011,33983,483114
California,2011,268689,6287834
Colorado,2011,48078,854265
Connecticut,2011,43805,554437
Delaware,2011,8587,128946
District of Columbia,2011,6278,73911
Florida,2011,175006,2668156
Georgia,2011,111133,1685016
Hawaii,2011,11458,182706
Idaho,2011,15990,279873
Illinois,2011,131777,2083097
Indiana,2011,62339,1040765
Iowa,2011,34658,495870
Kansas,2011,37407,486108
Kentucky,2011,41860,681987
Louisiana,2011,48657,703390
Maine,2011,14888,188969
Maryland,2011,57589,854086
Massachusetts,2011,69342,953369
Michigan,2011,86997,1573537
Minnesota,2011,52832,839738
Mississippi,2011,32007,490619
Missouri,2011,66252,916584
Montana,2011,10153,142349
Nebraska,2011,22182,301296
Nevada,2011,21132,439634
New Hampshire,2011,15049,191900
New Jersey,2011,109719,1356431
New Mexico,2011,21957,337225
New York,2011,209527,2704718
North Carolina,2011,97308,1507864
North Dakota,2011,8525,97646
Ohio,2011,107972,1740030
Oklahoma,2011,41349,666120
Oregon,2011,26791,568208
Pennsylvania,2011,124646,1771395
Rhode Island,2011,11414,142854
South Carolina,2011,46782,727186
South Dakota,2011,9247,128016
Tennessee,2011,66382,999693
Texas,2011,324282,5000470
Utah,2011,25970,598832
Vermont,2011,8364,89908
Virginia,2011,90832,1257883
Washington,2011,53119,1045453
West Virginia,2011,20247,282870
Wisconsin,2011,56245,871105
Wyoming,2011,7847,90099
