State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
Montana,2006,952693,1479374019,144418,0.179,0.9,10244,114169,10398,142275,46198,0.32,0.81,13.9,36366,4.34,1.52,0.072,0.865,76.13,-,-,-,-,#DIV/0!,24414,0.16,-,-
Nebraska,2006,1772686,3166496417,287580,0.194,0.98,11011,122396,21459,147560,47116,0.32,0.83,13.4,41611,4.5,1.45,0.075,0.935,78.69,-,-,-,-,#DIV/0!,31665,0.11,-,-
Nevada,2006,2522671,3710975672,424766,0.202,1.02,8737,99953,22908,161995,50812,0.31,0.89,18.5,46047,3.38,1.05,0.054,0.692,47.26,-,-,-,-,#DIV/0!,57295,0.13,-,-
New Hampshire,2006,1308397,2517738590,203572,0.184,0.93,12368,128858,15515,162278,52140,0.32,0.92,13.1,48152,4.18,1.42,0.076,0.9,76.97,-,-,-,-,#DIV/0!,9304,0.05,-,-
New Jersey,2006,8661670,25156480260,1388850,0.191,0.96,18113,201840,112301,224009,67149,0.3,1.18,12.4,55543,5.46,1.79,0.081,0.989,82.1,-,-,-,-,#DIV/0!,117892,0.08,-,-
New Mexico,2006,1962143,3254877102,328220,0.201,1.01,9917,106145,22016,147841,47941,0.32,0.84,14.9,35395,4.9,1.53,0.067,0.826,56,-,-,-,-,#DIV/0!,80003,0.23,-,-
New York,2006,19104646,48949568866,2809649,0.172,0.87,17422,188217,218879,223638,65599,0.29,1.15,12.8,51879,5.13,1.86,0.078,0.926,68.31,-,-,-,-,#DIV/0!,616929,0.2,-,-
North Carolina,2006,8917281,12605365405,1444481,0.193,0.98,8727,102415,112304,112243,52009,0.46,0.91,12.9,39074,3.78,1.22,0.078,0.849,63.28,-,-,-,-,#DIV/0!,254315,0.18,-,-
North Dakota,2006,649420,939346367,96670,0.175,0.88,9717,105914,8007,117316,43506,0.37,0.76,12.1,38010,3.92,1.4,0.083,0.955,79,-,-,-,-,#DIV/0!,10318,0.11,-,-
Ohio,2006,11481324,20453253644,1836722,0.19,0.96,11136,127333,110459,185166,58203,0.31,1.02,16.6,39783,4.67,1.54,0.06,0.816,74.35,-,-,-,-,#DIV/0!,265209,0.15,-,-
Oklahoma,2006,3594090,5323653216,639391,0.216,1.09,8326,96904,42206,126135,47492,0.38,0.83,15.1,39013,4,1.16,0.066,0.844,70.6,-,-,-,-,#DIV/0!,105604,0.19,-,-
Oregon,2006,3670924,5647627153,562574,0.181,0.91,10039,121012,29940,188632,57053,0.3,1,18.8,40065,3.96,1.37,0.053,0.656,74.86,-,-,-,-,#DIV/0!,83152,0.15,-,-
Pennsylvania,2006,12510911,22865933310,1871060,0.176,0.89,12221,142615,123114,185730,61602,0.33,1.08,15.2,44029,4.41,1.57,0.066,0.818,77.61,-,-,-,-,#DIV/0!,303816,0.16,-,-
Rhode Island,2006,1063090,2285699697,151612,0.166,0.84,15076,161888,11381,200835,62707,0.31,1.1,13.3,44888,5.02,1.89,0.075,0.946,72.83,-,-,-,-,#DIV/0!,31876,0.18,-,-
South Carolina,2006,4357884,6749679360,708021,0.194,0.98,9533,107338,49284,136955,49457,0.36,0.87,14.4,35963,4.49,1.45,0.069,0.857,66.26,-,-,-,-,#DIV/0!,122283,0.19,-,-
South Dakota,2006,783024,1094874751,121158,0.183,0.92,9037,99841,9070,120714,39646,0.33,0.7,13.4,39203,3.68,1.26,0.075,0.925,77.13,-,-,-,-,#DIV/0!,18344,0.15,-,-
Tennessee,2006,6088694,7816593496,978368,0.191,0.97,7989,95868,62176,125717,49102,0.39,0.86,15.7,38285,3.48,1.14,0.064,0.809,69.46,-,-,-,-,#DIV/0!,206753,0.21,-,-
Texas,2006,23359332,40461681756,4599509,0.245,1.24,8797,106368,311649,129831,50313,0.39,0.88,14.8,40994,4.38,1.12,0.068,0.861,65.27,-,-,-,-,#DIV/0!,854130,0.2,-,-
Utah,2006,2525484,3348266901,523386,0.261,1.32,6397,77148,23640,141636,45460,0.32,0.8,22.1,36730,3.81,0.91,0.045,0.575,72.21,-,-,-,-,#DIV/0!,49714,0.11,-,-
Vermont,2006,622888,1457002382,95399,0.181,0.91,15273,155405,8859,164466,54205,0.33,0.95,10.8,42485,5.82,2.01,0.093,1.066,78.67,-,-,-,-,#DIV/0!,6280,0.07,-,-
Virginia,2006,7673775,13969772773,1220440,0.189,0.96,11447,123199,79688,175306,50123,0.29,0.88,15.3,48640,3.94,1.3,0.065,0.963,69.2,-,-,-,-,#DIV/0!,131397,0.11,-,-
Washington,2006,6370768,9807873062,1026774,0.192,0.97,9552,113418,53743,182496,53659,0.29,0.94,19.1,46377,3.47,1.13,0.052,0.661,62.41,-,-,-,-,#DIV/0!,150339,0.14,-,-
West Virginia,2006,1827923,3073187655,281939,0.182,0.92,10900,126313,19633,156532,45421,0.29,0.8,14.4,32660,5.29,1.81,0.069,0.916,71.76,-,-,-,-,#DIV/0!,48645,0.19,-,-
Wisconsin,2006,5577729,10119022867,876700,0.186,0.94,11542,137946,59089,171251,53680,0.31,0.94,14.8,41932,4.55,1.53,0.068,0.872,81.68,-,-,-,-,#DIV/0!,127022,0.15,-,-
Wyoming,2006,522671,1260234262,85193,0.195,0.98,14793,137262,6737,187062,56808,0.3,1,12.6,51250,4.91,1.58,0.079,0.958,73.19,-,-,-,-,#DIV/0!,8112,0.1,-,-
Alabama,2007,4672867,7339736877,744865,0.159,0.81,9854,102427,50420,145572,50064,0.34,0.89,14.7,36841,4.5,1.76,0.068,0.874,62.54,25.8,21.2,28.9,21.2,24.28,124572,0.17,59100,1.17
Alaska,2007,680307,2060811103,131029,0.193,0.98,15728,162646,7613,270696,60972,0.23,1.09,17.2,46895,6.83,2.22,0.058,0.764,65.2,37.9,27.1,28.7,27.1,30.2,14137,0.11,9710,1.28
Arizona,2007,6167646,9027146285,1087447,0.214,1.09,8301,93740,54032,167070,49170,0.29,0.88,20.1,40306,3.84,1.12,0.05,0.644,68.21,30.6,24.3,24.2,24.3,25.85,210825,0.19,73900,1.37
Arkansas,2007,2848611,4464971654,479016,0.202,1.03,9321,101913,33882,131780,49172,0.37,0.88,14.1,35057,4.65,1.44,0.071,0.868,69.25,36.7,25.4,28.6,25.4,29.03,100581,0.21,39050,1.15
California,2007,36250032,66142070062,6343471,0.212,1.08,10427,116896,305371,216596,69207,0.32,1.23,20.8,48503,3.93,1.16,0.048,0.612,62.68,29.7,21.5,22.9,21.5,23.9,1106123,0.17,503860,1.65
Colorado,2007,4803913,7883658096,801867,0.2,1.02,9832,112693,47761,165065,50756,0.31,0.9,16.8,47402,3.58,1.12,0.06,0.75,73.24,41.2,34.6,36.2,34.6,36.65,83238,0.11,66150,1.39
Connecticut,2007,3527257,8955782470,570626,0.193,0.99,15695,177499,39304,227859,66578,0.29,1.18,14.5,62512,4.23,1.37,0.069,0.919,77.74,44.7,37.1,41.2,37.1,40.03,48913,0.09,63240,1.61
Delaware,2007,871745,1600194203,122574,0.164,0.84,13055,152102,8198,195193,60151,0.31,1.07,15,46027,4.29,1.64,0.067,0.835,64.99,40,30.5,33.8,30.5,33.7,13786,0.1,12750,1.56
District of Columbia,2007,574402,1377655681,78422,0.158,0.81,17567,195435,6347,217056,65130,0.3,1.16,12.4,72193,3.42,1.35,0.081,0.904,59.54,13.5,12.1,13.8,12.1,12.88,24618,0.32,10760,1.7
Florida,2007,18367931,26022715527,2666811,0.17,0.87,9758,107747,190615,136520,50414,0.37,0.9,14,44755,3.36,1.24,0.071,0.739,62.07,40.3,28,34,28,32.58,343241,0.13,209440,1.1
Georgia,2007,9350042,17220244029,1649589,0.214,1.09,10439,117269,116857,147362,55388,0.38,0.99,14.1,39953,4.85,1.42,0.071,0.841,57.81,31.6,25.6,28.3,25.6,27.78,277675,0.18,155420,1.33
Hawaii,2007,1315660,2280392068,179897,0.158,0.81,12676,126942,11397,200087,57365,0.29,1.02,15.8,45012,4.04,1.6,0.063,0.771,65.1,33.3,20.3,25.7,20.3,24.9,18727,0.1,21980,1.93
Idaho,2007,1505100,2031946020,272119,0.221,1.13,7467,92957,15013,135346,47373,0.35,0.84,18.1,37155,3.85,1.09,0.055,0.716,73.5,40.1,31.6,35.1,31.6,34.6,34879,0.13,17730,1.18
Illinois,2007,12695757,23498629494,2112805,0.2,1.02,11122,127707,136445,172221,64964,0.38,1.16,15.5,47499,4.11,1.29,0.065,0.804,74.56,36.3,29.8,32.2,29.8,32.03,291585,0.14,194330,1.42
Indiana,2007,6379567,9970860543,1046766,0.196,1,9525,125398,62334,159959,52110,0.33,0.93,16.8,38222,4.32,1.38,0.06,0.766,72.43,46.3,31.1,33,31.1,35.38,116768,0.11,80150,1.29
Iowa,2007,2999203,4833297208,485115,0.193,0.99,9963,118674,36089,133927,50129,0.37,0.89,13.4,41419,4.19,1.36,0.075,0.908,80.2,43,35.7,36.1,35.7,37.63,59691,0.13,51000,1.41
Kansas,2007,2783820,4977548560,468295,0.202,1.03,10629,118922,35359,140772,48487,0.34,0.86,13.2,42681,4.42,1.37,0.076,0.909,75.12,51.1,35.2,36.1,35.2,39.4,73249,0.16,50300,1.42
Kentucky,2007,4256713,6254865490,666225,0.186,0.95,9389,114218,43536,143671,50712,0.35,0.9,15.3,35640,4.39,1.48,0.065,0.804,71.76,30.8,27.7,33.5,27.7,29.93,156054,0.23,54910,1.26
Louisiana,2007,4375546,7320416964,681038,0.184,0.94,10749,109508,48610,150595,50451,0.34,0.9,14,40256,4.35,1.48,0.071,0.86,57.36,24.4,19.4,20.4,19.4,20.9,162890,0.24,59780,1.23
Maine,2007,1327040,2479441399,196245,0.174,0.89,12634,143878,16558,149743,46619,0.31,0.83,11.9,39915,4.98,1.8,0.084,1.044,77.6,41.8,36.9,35.8,36.9,37.85,24390,0.12,21820,1.32
Maryland,2007,5653360,12043587348,845700,0.176,0.9,14241,146651,59320,203027,64529,0.32,1.15,14.3,54236,4.23,1.51,0.07,0.815,73.67,40.1,33.2,35.9,33.2,35.6,85245,0.09,99420,1.68
Massachusetts,2007,6431557,14161802413,962958,0.176,0.9,14707,163044,70719,200255,64961,0.32,1.16,13.6,56456,4.09,1.45,0.074,0.95,77.32,57.6,43,49.2,43,48.2,120015,0.12,115060,1.63
Michigan,2007,10001284,18319717719,1692739,0.204,1.04,10823,141954,96204,190426,60261,0.32,1.07,17.6,39174,4.95,1.52,0.057,0.712,77.76,37.1,28.2,32.4,28.2,31.48,298407,0.18,106540,1.11
Minnesota,2007,5207251,9051900139,837578,0.192,0.98,10807,127405,52975,170871,54338,0.32,0.97,15.8,46752,3.89,1.27,0.063,0.8,77.21,50.6,36.6,36.9,36.6,40.18,83972,0.1,82650,1.56
Mississippi,2007,2928351,4187851220,494122,0.203,1.04,8475,92628,33560,124787,45551,0.37,0.81,14.7,33158,4.5,1.39,0.068,0.813,62.47,21.3,17.4,18.7,17.4,18.7,150484,0.29,42970,1.28
Missouri,2007,5887537,9159730126,917188,0.185,0.94,9987,114077,68430,133855,46414,0.35,0.83,13.4,40284,4.08,1.38,0.075,0.918,75.26,38.4,31,31.8,31,33.05,145143,0.16,86460,1.26
Montana,2007,964717,1495836274,142823,0.174,0.89,10473,116888,10519,142203,46057,0.32,0.82,13.6,37495,4.29,1.54,0.074,0.877,75.17,44.4,38.9,38.5,38.9,40.18,20444,0.15,15860,1.51
Nebraska,2007,1783447,3190864267,291244,0.195,1,10956,124967,21930,145502,46069,0.32,0.82,13.3,43225,4.4,1.41,0.075,0.941,74.27,37.9,35,34.6,35,35.63,38616,0.13,27480,1.25
Nevada,2007,2601081,3775987787,429362,0.198,1.01,8794,101607,23423,161209,51252,0.32,0.91,18.3,45899,3.39,1.07,0.055,0.694,41.77,30.1,21.5,24.4,21.5,24.38,46266,0.11,29460,1.26
New Hampshire,2007,1312538,2577476305,200772,0.181,0.92,12838,133293,15484,166461,51144,0.31,0.91,13,48763,4.25,1.47,0.077,0.913,76.16,51.8,37.2,41.1,37.2,41.83,10933,0.05,21240,1.37
New Jersey,2007,8677967,26165553142,1382348,0.189,0.97,18928,206914,111500,234669,65827,0.28,1.17,12.4,56867,5.58,1.84,0.081,0.997,83.29,51.8,39,43.1,39,43.23,159435,0.11,149100,1.34
New Mexico,2007,1990077,3284042612,329040,0.198,1.01,9981,109479,22300,147266,48461,0.33,0.86,14.8,35945,4.85,1.53,0.068,0.835,54.9,24.5,17.3,24,17.3,20.78,80580,0.22,23410,1.05
New York,2007,19132455,49891775941,2765435,0.169,0.86,18041,193713,211854,235501,66960,0.28,1.19,13.1,54368,5.07,1.88,0.076,0.937,70.59,43.3,32.2,36,32.2,35.93,602430,0.19,306290,1.45
North Carolina,2007,9118149,12335499823,1489492,0.195,1,8282,103597,106562,115759,50870,0.44,0.91,14,39424,3.62,1.16,0.071,0.859,57.83,41,28,29.1,28,31.53,267407,0.18,130640,1.23
North Dakota,2007,652815,952124775,95059,0.17,0.87,10016,109165,8068,118012,43270,0.37,0.77,11.8,40647,3.75,1.38,0.085,0.974,80.91,45.7,32.2,35.3,32.2,36.35,11054,0.12,11420,1.42
Ohio,2007,11500513,20295102481,1827184,0.189,0.97,11107,130095,109766,184894,57376,0.31,1.02,16.6,40018,4.67,1.55,0.06,0.816,74.64,45.9,35.9,36.3,35.9,38.5,291714,0.16,189970,1.73
Oklahoma,2007,3634309,5299173428,642065,0.215,1.1,8253,98316,46709,113451,46785,0.41,0.83,13.7,38944,3.95,1.15,0.073,0.853,71.8,32.6,26.1,26.8,26.1,27.9,128288,0.2,52600,1.13
Oregon,2007,3722427,5811286190,565586,0.179,0.92,10275,122760,30013,193626,55658,0.29,0.99,18.8,40259,4.04,1.41,0.053,0.659,74.1,35,34,28.3,34,32.83,89977,0.16,49700,1.66
Pennsylvania,2007,12563929,22728335748,1801971,0.167,0.86,12613,145319,135234,168067,59979,0.36,1.07,13.3,44851,4.33,1.62,0.075,0.835,77.59,47,36.4,40.2,36.4,40,287899,0.15,156730,1.16
Rhode Island,2007,1057312,2293100236,147629,0.162,0.83,15533,166665,11271,203451,61413,0.3,1.09,13.1,45880,5,1.93,0.076,0.954,71.11,34,27.2,30.8,27.2,29.8,24696,0.15,13840,1.23
South Carolina,2007,4444101,6933002344,712317,0.191,0.98,9733,110276,47368,146365,49155,0.34,0.87,15,36368,4.54,1.49,0.067,0.863,54.94,35.9,24.6,25.8,24.6,27.73,98279,0.14,59380,1.25
South Dakota,2007,791628,1114935453,121606,0.181,0.93,9168,102562,9416,118409,39397,0.33,0.7,12.9,41798,3.54,1.22,0.078,0.933,75.35,40.6,36.8,33.7,36.8,36.98,16653,0.13,12530,1.33
Tennessee,2007,6175805,8100161310,964259,0.185,0.95,8400,98205,64659,125275,48373,0.39,0.86,14.9,38418,3.57,1.21,0.067,0.823,65.79,28.7,25.6,26.9,25.6,26.7,197030,0.2,83730,1.29
Texas,2007,23831976,41931390379,4674832,0.244,1.25,8970,108124,321929,130250,49608,0.38,0.88,14.5,41433,4.41,1.13,0.069,0.867,65.12,40.2,27.5,29.6,27.5,31.2,845369,0.21,406680,1.26
Utah,2007,2597774,3700716680,576244,0.285,1.46,6422,78425,24336,152068,44705,0.29,0.8,23.7,37793,4.05,0.89,0.042,0.576,77.14,39.4,30.1,33.9,30.1,33.38,61025,0.12,32990,1.36
Vermont,2007,623489,1456858156,94038,0.178,0.91,15492,161286,8749,166517,50052,0.3,0.89,10.7,43462,5.75,2.03,0.093,1.087,82.32,49,42.1,40.9,42.1,43.53,8339,0.09,11280,1.29
Virginia,2007,7751074,14100226112,1230857,0.189,0.96,11456,126472,71861,196215,50271,0.26,0.89,17.1,49373,3.91,1.3,0.058,0.953,69.92,41.9,33.7,37.6,33.7,36.73,121573,0.11,120900,1.68
Washington,2007,6461530,10024390749,1030247,0.19,0.97,9730,114881,53960,185774,53588,0.29,0.95,19.1,48139,3.42,1.13,0.052,0.663,67.89,43.8,34.1,36.3,34.1,37.08,96072,0.1,68530,1.27
West Virginia,2007,1834078,3052972952,282535,0.182,0.93,10806,128570,20306,150348,45687,0.3,0.81,13.9,32850,5.25,1.81,0.072,0.92,71.6,32.6,22.9,27.8,22.9,26.55,54641,0.2,25890,1.27
Wisconsin,2007,5610704,10061554062,874633,0.185,0.94,11504,139939,58914,170784,52693,0.31,0.94,14.8,42346,4.53,1.54,0.068,0.876,81.01,46.9,33.2,35.6,33.2,37.23,132308,0.15,79250,1.35
Wyoming,2007,534871,1280220677,86422,0.193,0.98,14814,143391,6915,185137,57015,0.31,1.01,12.5,51444,4.92,1.6,0.08,0.971,72.56,44.3,33.2,36.4,33.2,36.78,10708,0.13,8230,1.19
Alabama,2008,4718239,6990613758,745668,0.158,0.82,9375,105407,47818,146192,49031,0.34,0.86,15.6,36487,4.17,1.65,0.064,0.879,64.8,-,-,-,-,#DIV/0!,170336,0.24,58950,1.23
Alaska,2008,687458,2099449588,130662,0.19,0.98,16068,166654,7927,264848,61075,0.23,1.08,16.5,48721,6.52,2.15,0.061,0.767,66.3,-,-,-,-,#DIV/0!,8996,0.07,10220,1.29
Arizona,2008,6280403,9127290036,1087817,0.209,1.08,8390,95539,54696,166873,48486,0.29,0.85,19.9,38713,3.85,1.15,0.05,0.644,67,-,-,-,-,#DIV/0!,219460,0.19,83050,1.52
Arkansas,2008,2874558,4435482617,478965,0.2,1.03,9261,104692,37162,119355,49651,0.42,0.87,12.9,35039,4.49,1.41,0.078,0.887,69.7,-,-,-,-,#DIV/0!,92232,0.19,40040,1.08
California,2008,36604273,62838482529,6322528,0.209,1.08,9939,119564,303647,206946,71218,0.34,1.25,20.8,47193,3.73,1.12,0.048,0.618,73,-,-,-,-,#DIV/0!,1056444,0.17,499230,1.64
Colorado,2008,4889768,7517142892,818443,0.201,1.04,9185,114337,48692,154381,50712,0.33,0.89,16.8,46943,3.33,1.04,0.06,0.756,73.3,-,-,-,-,#DIV/0!,88373,0.11,67840,1.39
Connecticut,2008,3545605,9107980938,567198,0.19,0.99,16058,181142,48463,187937,66051,0.35,1.16,11.7,60690,4.31,1.42,0.085,0.935,79.2,-,-,-,-,#DIV/0!,70182,0.12,62530,1.29
Delaware,2008,883870,1588494073,125430,0.165,0.86,12664,154905,8322,190879,59268,0.31,1.04,15.1,44801,4.24,1.6,0.066,0.842,67.6,-,-,-,-,#DIV/0!,15863,0.12,13560,1.63
District of Columbia,2008,580238,1414999470,68681,0.134,0.69,20602,203504,5321,265927,65428,0.25,1.15,12.9,75493,3.3,1.54,0.078,0.915,43,-,-,-,-,#DIV/0!,20449,0.3,6830,1.28
Florida,2008,18527082,24398722033,2631020,0.166,0.86,9273,109251,186361,130922,49075,0.37,0.86,14.1,42974,3.15,1.19,0.071,0.757,63.9,-,-,-,-,#DIV/0!,447920,0.16,203100,1.09
Georgia,2008,9504957,16710243361,1655792,0.211,1.09,10092,119914,118839,140612,55306,0.39,0.97,13.9,38700,4.69,1.39,0.072,0.852,58.8,-,-,-,-,#DIV/0!,288993,0.18,149950,1.26
Hawaii,2008,1332219,2327579634,179478,0.156,0.81,12969,131722,11295,206072,58291,0.28,1.03,15.9,44855,4.02,1.62,0.063,0.777,65.8,-,-,-,-,#DIV/0!,21079,0.11,21470,1.9
Idaho,2008,1534309,2047595319,275051,0.218,1.13,7444,94225,15148,135173,47252,0.35,0.83,18.2,35517,3.85,1.1,0.055,0.718,75.6,-,-,-,-,#DIV/0!,31260,0.12,18450,1.22
Illinois,2008,12747034,24573640732,2119707,0.199,1.03,11593,131172,135704,181083,64160,0.35,1.13,15.6,46889,4.24,1.33,0.064,0.81,78.8,-,-,-,-,#DIV/0!,272096,0.13,219270,1.62
Indiana,2008,6424830,10125222138,1046147,0.194,1.01,9679,126798,62668,161569,51844,0.32,0.91,16.7,37837,4.32,1.39,0.06,0.769,72.8,-,-,-,-,#DIV/0!,178973,0.17,82790,1.32
Iowa,2008,3016736,4948624869,487559,0.193,1,10150,120752,35961,137611,50870,0.37,0.9,13.6,42698,4.09,1.33,0.074,0.917,79.6,-,-,-,-,#DIV/0!,50390,0.11,50160,1.39
Kansas,2008,2808104,5027213551,471060,0.202,1.04,10672,121681,35883,140100,48531,0.35,0.85,13.1,43948,4.23,1.31,0.076,0.919,75.8,-,-,-,-,#DIV/0!,60234,0.13,50770,1.41
Kentucky,2008,4289924,6157082701,670030,0.185,0.96,9189,116328,43451,141702,50072,0.35,0.88,15.4,35555,4.22,1.43,0.065,0.81,72.8,-,-,-,-,#DIV/0!,138896,0.2,55290,1.27
Louisiana,2008,4435574,7610629983,684873,0.183,0.94,11112,114071,49377,154133,50859,0.33,0.9,13.9,40922,4.33,1.48,0.072,0.873,59.6,-,-,-,-,#DIV/0!,138823,0.19,63260,1.28
Maine,2008,1330518,2458326543,192935,0.17,0.88,12742,147560,15912,154495,46784,0.3,0.82,12.1,39674,4.85,1.79,0.083,1.054,76.5,-,-,-,-,#DIV/0!,26149,0.14,21280,1.34
Maryland,2008,5685020,12124005257,843861,0.174,0.9,14367,151308,58940,205701,65734,0.32,1.16,14.3,53869,4.17,1.5,0.07,0.825,76.8,-,-,-,-,#DIV/0!,100703,0.11,98690,1.67
Massachusetts,2008,6468976,14576771798,958910,0.174,0.9,15201,167888,70398,207062,69774,0.34,1.23,13.6,55750,4.15,1.49,0.074,0.955,77.5,-,-,-,-,#DIV/0!,154736,0.16,113580,1.61
Michigan,2008,9946981,18007824974,1659921,0.2,1.04,10849,142810,94754,190048,59958,0.32,1.06,17.5,38520,4.91,1.53,0.057,0.719,73.6,-,-,-,-,#DIV/0!,251278,0.15,107580,1.14
Minnesota,2008,5247070,9603722910,836048,0.19,0.98,11487,130348,53083,180919,54322,0.3,0.96,15.7,46615,4.03,1.33,0.064,0.808,78,-,-,-,-,#DIV/0!,88447,0.11,82870,1.56
Mississippi,2008,2947803,4149317710,491962,0.2,1.04,8434,95243,33358,124387,46540,0.37,0.82,14.7,33193,4.35,1.36,0.068,0.824,61.4,-,-,-,-,#DIV/0!,157954,0.33,43460,1.3
Missouri,2008,5923844,9232370228,917871,0.183,0.95,10058,116637,68015,135740,46280,0.34,0.81,13.5,40476,3.95,1.35,0.074,0.927,76.9,-,-,-,-,#DIV/0!,201219,0.21,93230,1.37
Montana,2008,976422,1501973053,141899,0.17,0.88,10585,119743,10467,143496,46465,0.32,0.82,13.6,37551,4.16,1.53,0.074,0.889,75.8,-,-,-,-,#DIV/0!,18801,0.13,15030,1.44
Nebraska,2008,1796379,3193725665,292590,0.195,1.01,10915,127505,22057,144794,47020,0.32,0.83,13.3,43866,4.21,1.35,0.075,0.948,77.3,-,-,-,-,#DIV/0!,34228,0.11,28370,1.29
Nevada,2008,2653619,3771542530,433371,0.195,1.01,8703,103105,21993,171488,52365,0.31,0.92,19.7,43192,3.41,1.09,0.051,0.692,44.3,-,-,-,-,#DIV/0!,47326,0.11,29340,1.33
New Hampshire,2008,1315905,2604935386,197934,0.177,0.92,13161,138000,15661,166333,52161,0.31,0.92,12.6,48033,4.28,1.51,0.079,0.928,78.2,-,-,-,-,#DIV/0!,9991,0.05,21100,1.35
New Jersey,2008,8711104,24523061354,1381420,0.188,0.97,17752,210880,114713,213778,66008,0.31,1.16,12,56052,5.16,1.71,0.083,1.008,86.9,-,-,-,-,#DIV/0!,145367,0.1,153970,1.34
New Mexico,2008,2010686,3332492855,330245,0.197,1.02,10091,112790,22825,146002,47852,0.33,0.84,14.5,36163,4.73,1.51,0.069,0.845,57.1,-,-,-,-,#DIV/0!,45378,0.13,28800,1.26
New York,2008,19212474,50867595512,2740592,0.166,0.86,18561,199960,217944,233398,72290,0.31,1.27,12.6,53336,5.12,1.93,0.079,0.951,71.8,-,-,-,-,#DIV/0!,606661,0.2,307790,1.41
North Carolina,2008,9309555,13176614208,1488645,0.19,0.98,8851,105499,109634,120187,50881,0.42,0.9,13.6,38662,3.79,1.24,0.074,0.871,72.8,-,-,-,-,#DIV/0!,303293,0.21,131810,1.2
North Dakota,2008,657571,971144699,94728,0.168,0.87,10252,112528,8181,118707,43566,0.37,0.77,11.6,44281,3.45,1.28,0.086,0.997,80.2,-,-,-,-,#DIV/0!,9755,0.1,10960,1.34
Ohio,2008,11515434,20277143433,1817163,0.187,0.97,11159,132905,112845,179690,57165,0.32,1.01,16.1,39391,4.63,1.54,0.062,0.82,74.3,-,-,-,-,#DIV/0!,284922,0.15,161120,1.43
Oklahoma,2008,3668958,5315315499,645108,0.213,1.1,8239,99855,46571,114134,45858,0.4,0.81,13.9,40743,3.67,1.08,0.072,0.861,70,-,-,-,-,#DIV/0!,104154,0.17,53440,1.15
Oregon,2008,3768706,5783635381,575393,0.18,0.93,10052,124284,30152,191816,56567,0.29,1,19.1,39822,3.92,1.36,0.052,0.661,72.6,-,-,-,-,#DIV/0!,81171,0.14,50820,1.69
Pennsylvania,2008,12612292,22833837822,1775029,0.164,0.85,12864,147988,129708,176040,59864,0.34,1.05,13.7,44550,4.26,1.63,0.073,0.849,77.7,-,-,-,-,#DIV/0!,247457,0.14,194450,1.5
Rhode Island,2008,1055003,2237506119,145342,0.16,0.83,15395,171302,11316,197729,61088,0.31,1.08,12.8,45321,4.85,1.9,0.078,0.962,69.7,-,-,-,-,#DIV/0!,19883,0.13,15010,1.33
South Carolina,2008,4528971,6930914036,718113,0.188,0.97,9652,112889,49941,138782,49597,0.36,0.87,14.4,35890,4.44,1.47,0.069,0.871,58.6,-,-,-,-,#DIV/0!,133849,0.19,58300,1.17
South Dakota,2008,799130,1129625840,126429,0.188,0.97,8935,105281,9244,122201,36680,0.3,0.65,13.7,43682,3.35,1.12,0.073,0.939,78.7,-,-,-,-,#DIV/0!,15387,0.12,12680,1.37
Tennessee,2008,6247398,8124596029,971950,0.184,0.95,8359,100420,64926,125136,47640,0.38,0.84,15,37964,3.54,1.2,0.067,0.83,76.9,-,-,-,-,#DIV/0!,174914,0.18,84150,1.3
Texas,2008,24308777,42555659572,4752148,0.243,1.26,8955,109692,327905,129780,49321,0.38,0.87,14.5,42904,4.23,1.09,0.069,0.871,66.6,-,-,-,-,#DIV/0!,949756,0.22,425730,1.3
Utah,2008,2663051,3805784750,559778,0.266,1.38,6799,79915,23657,160874,44278,0.28,0.78,23.7,37058,4.02,0.94,0.042,0.576,71.9,-,-,-,-,#DIV/0!,54321,0.11,32850,1.39
Vermont,2008,624158,1478196565,93625,0.176,0.91,15788,167520,8766,168628,50082,0.3,0.88,10.7,43436,5.74,2.04,0.093,1.108,82.7,-,-,-,-,#DIV/0!,9046,0.11,11220,1.28
Virginia,2008,7833580,14125146792,1235795,0.187,0.97,11430,129761,71415,197790,50585,0.26,0.89,17.3,48591,3.86,1.29,0.058,0.941,72.7,-,-,-,-,#DIV/0!,143342,0.12,122360,1.71
Washington,2008,6562229,10396559442,1037018,0.188,0.97,10025,116643,54428,191015,54980,0.29,0.97,19.1,47772,3.43,1.15,0.052,0.667,65.6,-,-,-,-,#DIV/0!,113425,0.11,69760,1.28
