State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
Washington,1991,5025542,7146446975,869327,0.209,1.05,8221,98639,42931,166464,57226,0.34,1.02,20.2,36003,4.12,1.23,0.05,0.625,-,-,-,-,-,#DIV/0!,80016,0.1,-,-
West Virginia,1991,1798680,2523595681,320249,0.217,1.09,7880,88044,20997,120188,44972,0.37,0.8,15.3,25859,5.54,1.6,0.065,0.811,-,-,-,-,-,#DIV/0!,72737,0.24,-,-
Wisconsin,1991,4964276,7713518414,814671,0.196,0.98,9468,105567,52028,148257,57890,0.39,1.03,15.7,32255,5.01,1.6,0.064,0.784,-,-,-,-,-,#DIV/0!,92381,0.11,-,-
Wyoming,1991,459257,915939948,102074,0.286,1.43,8973,120003,6564,139540,49999,0.36,0.89,15.6,31889,6.39,1.4,0.064,0.876,-,-,-,-,-,#DIV/0!,11797,0.12,-,-
Alabama,1992,4153963,4183829246,731634,0.176,0.88,5718,68921,41961,99708,42952,0.43,0.77,17.4,29104,3.64,1.29,0.057,0.671,50,-,-,-,-,#DIV/0!,188462,0.24,-,-
Alaska,1992,588742,1551021557,122487,0.208,1.04,12663,191967,7282,212994,74421,0.35,1.33,16.8,39743,6.93,2.09,0.06,0.786,50,-,-,-,-,#DIV/0!,14029,0.15,-,-
Arizona,1992,3915649,4412996897,673477,0.208,1.04,6553,84226,36076,122325,49962,0.41,0.9,18.7,30094,3.96,1.19,0.053,0.678,50,-,-,-,-,#DIV/0!,122634,0.21,-,-
Arkansas,1992,2415979,2730365643,441490,0.224,1.12,6184,69914,26017,104945,43716,0.42,0.78,17,27299,4.35,1.22,0.059,0.745,50,-,-,-,-,#DIV/0!,94899,0.19,-,-
California,1992,30974095,38816668816,5254844,0.204,1.02,7387,97083,218566,177597,63799,0.36,1.14,24,37594,3.48,1.07,0.042,0.568,50,-,-,-,-,#DIV/0!,1205620,0.23,-,-
Colorado,1992,3495975,4679702931,612635,0.212,1.06,7639,99136,33419,140031,53450,0.38,0.96,18.3,35487,3.96,1.17,0.055,0.712,50,-,-,-,-,#DIV/0!,78905,0.14,-,-
Connecticut,1992,3300720,5993230930,488476,0.174,0.87,12269,139630,34193,175277,77038,0.44,1.38,14.3,47419,4.01,1.44,0.07,0.923,50,-,-,-,-,#DIV/0!,73957,0.14,-,-
Delaware,1992,694928,961867709,104321,0.177,0.88,9220,114422,6252,153850,57714,0.38,1.03,16.7,38050,3.84,1.36,0.06,0.779,50,-,-,-,-,#DIV/0!,17531,0.14,-,-
District of Columbia,1992,597565,1074883703,80937,0.157,0.78,13280,146444,6064,177257,61674,0.35,1.1,13.3,47749,3.91,1.56,0.075,0.88,50,-,-,-,-,#DIV/0!,26564,0.32,-,-
Florida,1992,13650424,15483548296,1981407,0.17,0.85,7814,94246,107590,143913,49675,0.35,0.89,18.4,34835,3.46,1.27,0.054,0.726,50,-,-,-,-,#DIV/0!,550459,0.27,-,-
Georgia,1992,6817180,8451181472,1207186,0.215,1.07,7001,78642,66942,126246,48163,0.38,0.86,18,31970,4.04,1.18,0.056,0.702,50,-,-,-,-,#DIV/0!,268534,0.28,-,-
Hawaii,1992,1158615,1516256949,177448,0.181,0.9,8545,97467,10083,150378,58118,0.39,1.04,17.6,40731,3.4,1.18,0.057,0.621,50,-,-,-,-,#DIV/0!,25632,0.12,-,-
Idaho,1992,1071669,1288927363,231668,0.276,1.38,5564,66492,11827,108982,43044,0.39,0.77,19.6,28929,4.4,1,0.051,0.64,50,-,-,-,-,#DIV/0!,37814,0.17,-,-
Illinois,1992,11694230,15935064213,1873567,0.191,0.95,8505,97585,111461,142965,61563,0.43,1.1,16.8,37839,3.77,1.24,0.06,0.743,50,-,-,-,-,#DIV/0!,392615,0.2,-,-
Indiana,1992,5674500,7689589871,960630,0.204,1.02,8005,86986,54552,140959,55880,0.4,1,17.6,32057,4.43,1.36,0.057,0.704,50,-,-,-,-,#DIV/0!,206826,0.23,-,-
Iowa,1992,2818373,3941225582,494839,0.213,1.06,7965,97039,31403,125505,48014,0.38,0.86,15.8,31755,4.64,1.36,0.063,0.826,50,-,-,-,-,#DIV/0!,52773,0.11,-,-
Kansas,1992,2532405,3564496367,451536,0.217,1.08,7894,95076,29753,119803,52370,0.44,0.94,15.2,33445,4.46,1.29,0.066,0.846,50,-,-,-,-,#DIV/0!,77542,0.15,-,-
Kentucky,1992,3765506,4524590451,655041,0.211,1.05,6907,71423,37868,119483,49584,0.41,0.89,17.3,28814,4.37,1.3,0.058,0.695,50,-,-,-,-,#DIV/0!,133012,0.21,-,-
Louisiana,1992,4292917,5128458253,797985,0.228,1.14,6427,80819,46904,109339,41595,0.38,0.75,17,28064,4.42,1.21,0.059,0.716,50,-,-,-,-,#DIV/0!,185416,0.24,-,-
Maine,1992,1238519,1951136517,216453,0.212,1.06,9014,94519,15375,126903,48206,0.38,0.86,14.1,30854,5.4,1.59,0.071,0.852,50,-,-,-,-,#DIV/0!,43911,0.22,-,-
Maryland,1992,4923397,7302253577,751850,0.18,0.9,9712,114208,44495,164114,61756,0.38,1.11,16.9,40654,3.84,1.33,0.059,0.745,50,-,-,-,-,#DIV/0!,92114,0.14,-,-
Massachusetts,1992,6028773,8463881152,859948,0.166,0.83,9842,117283,57225,147905,61789,0.42,1.11,15,40907,3.59,1.35,0.067,0.873,50,-,-,-,-,#DIV/0!,115215,0.14,-,-
Michigan,1992,9478855,15278374520,1603610,0.204,1.02,9527,111644,82301,185640,69959,0.38,1.25,19.5,33482,4.98,1.53,0.051,0.649,50,-,-,-,-,#DIV/0!,333548,0.21,-,-
Minnesota,1992,4495632,6627552365,793724,0.214,1.07,8350,103794,45050,147115,55923,0.38,1,17.6,35570,4.32,1.26,0.057,0.75,50,-,-,-,-,#DIV/0!,127910,0.17,-,-
Mississippi,1992,2623769,2565498916,506668,0.239,1.19,5063,62880,27829,92188,38831,0.42,0.7,18.2,24602,4.16,1.09,0.055,0.705,50,-,-,-,-,#DIV/0!,179565,0.31,-,-
Missouri,1992,5217006,5946639403,859357,0.197,0.98,6920,83773,52984,112235,46811,0.42,0.84,16.2,32583,3.68,1.17,0.062,0.791,50,-,-,-,-,#DIV/0!,137862,0.17,-,-
Montana,1992,825762,1258362242,160011,0.24,1.2,7864,99481,10135,124160,44010,0.35,0.79,15.8,28351,5.64,1.47,0.063,0.814,50,-,-,-,-,#DIV/0!,26364,0.16,-,-
Nebraska,1992,1611689,2291900749,282414,0.212,1.06,8115,97114,19323,118610,45822,0.39,0.82,14.6,33221,4.57,1.35,0.068,0.859,50,-,-,-,-,#DIV/0!,39433,0.12,-,-
Nevada,1992,1351375,1659776175,222974,0.198,0.99,7444,85058,11953,138859,54371,0.39,0.97,18.7,37471,3.47,1.1,0.053,0.647,50,-,-,-,-,#DIV/0!,32262,0.17,-,-
New Hampshire,1992,1117765,1559352832,181247,0.194,0.97,8603,96628,11654,133804,54071,0.4,0.97,15.6,37055,3.98,1.29,0.064,0.798,50,-,-,-,-,#DIV/0!,11725,0.07,-,-
New Jersey,1992,7880454,15891383282,1130560,0.167,0.84,14056,148894,83057,191331,68014,0.36,1.22,13.6,44398,4.79,1.79,0.074,0.89,50,-,-,-,-,#DIV/0!,200540,0.17,-,-
New Mexico,1992,1595466,1987824531,315668,0.247,1.23,6297,82253,17912,110977,42281,0.38,0.76,17.6,27595,4.78,1.21,0.057,0.702,50,-,-,-,-,#DIV/0!,97050,0.31,-,-
New York,1992,18246546,33493314308,2689686,0.173,0.86,12452,148384,176375,189898,71709,0.38,1.28,15.2,41617,4.64,1.68,0.066,0.817,50,-,-,-,-,#DIV/0!,654312,0.22,-,-
North Carolina,1992,6897103,7902550068,1114083,0.193,0.96,7093,79932,66630,118603,46716,0.39,0.84,16.7,31721,3.79,1.23,0.06,0.708,50,-,-,-,-,#DIV/0!,190241,0.18,-,-
North Dakota,1992,638231,819123115,118734,0.229,1.14,6899,87699,7794,105097,40176,0.38,0.72,15.2,29676,4.54,1.24,0.066,0.831,50,-,-,-,-,#DIV/0!,19520,0.15,-,-
Ohio,1992,11029528,14702048985,1795199,0.194,0.97,8190,93766,106233,138394,55009,0.4,0.99,16.9,33257,4.15,1.34,0.059,0.715,50,-,-,-,-,#DIV/0!,372336,0.18,-,-
Oklahoma,1992,3220453,3914266876,597096,0.228,1.14,6556,80365,38433,101847,41302,0.41,0.74,15.5,28808,4.39,1.21,0.065,0.788,50,-,-,-,-,#DIV/0!,126985,0.23,-,-
Oregon,1992,2991828,4566061250,510122,0.206,1.03,8951,107767,26634,171437,57177,0.33,1.02,19.2,32270,4.96,1.51,0.052,0.695,50,-,-,-,-,#DIV/0!,86154,0.16,-,-
Pennsylvania,1992,12049399,17540399579,1717613,0.166,0.83,10212,116687,100912,173819,65679,0.38,1.18,17,35321,4.31,1.62,0.059,0.781,50,-,-,-,-,#DIV/0!,287351,0.15,-,-
Rhode Island,1992,1012592,1498212422,143798,0.166,0.83,10419,120246,10069,148795,60449,0.41,1.08,14.3,35071,4.43,1.68,0.07,0.86,50,-,-,-,-,#DIV/0!,14803,0.14,-,-
South Carolina,1992,3620409,4311233244,640464,0.215,1.07,6731,77155,37295,115598,46571,0.4,0.83,17.2,28566,4.37,1.27,0.058,0.734,50,-,-,-,-,#DIV/0!,138634,0.21,-,-
South Dakota,1992,712792,886292684,134573,0.233,1.16,6586,79722,8767,101094,38706,0.38,0.69,15.3,30250,4.37,1.18,0.065,0.851,50,-,-,-,-,#DIV/0!,21905,0.17,-,-
Tennessee,1992,5049835,5031181571,855231,0.204,1.02,5883,70224,43566,115484,46150,0.4,0.83,19.6,30975,3.36,1.03,0.051,0.651,50,-,-,-,-,#DIV/0!,171364,0.22,-,-
Texas,1992,17759479,24235231881,3541769,0.249,1.24,6843,83632,219385,110469,47704,0.43,0.85,16.1,31337,4.54,1.14,0.062,0.763,50,-,-,-,-,#DIV/0!,771944,0.24,-,-
Utah,1992,1836742,2205803973,463870,0.338,1.69,4755,60913,19191,114940,43407,0.38,0.78,24.2,27045,4.64,0.86,0.041,0.527,50,-,-,-,-,#DIV/0!,78500,0.19,-,-
Vermont,1992,572763,987593235,98558,0.208,1.04,10020,114241,7521,131311,55495,0.42,0.99,13.1,32219,5.68,1.71,0.076,0.923,50,-,-,-,-,#DIV/0!,17147,0.18,-,-
Virginia,1992,6414298,8379353589,1031925,0.192,0.96,8120,94003,68181,122899,51404,0.42,0.92,15.1,37236,3.73,1.22,0.066,0.787,50,-,-,-,-,#DIV/0!,149365,0.15,-,-
Washington,1992,5160699,7500076093,896475,0.21,1.05,8366,99026,44295,169321,56985,0.34,1.02,20.2,36756,4.2,1.25,0.05,0.628,50,-,-,-,-,#DIV/0!,108237,0.13,-,-
West Virginia,1992,1806504,2605972398,318296,0.214,1.07,8187,90386,20961,124325,48287,0.39,0.87,15.2,26936,5.6,1.64,0.066,0.821,50,-,-,-,-,#DIV/0!,71091,0.23,-,-
Wisconsin,1992,5025516,7941138276,829415,0.198,0.99,9574,107704,53387,148747,57251,0.38,1.03,15.5,33427,5.01,1.59,0.065,0.792,50,-,-,-,-,#DIV/0!,158931,0.16,-,-
Wyoming,1992,466251,878172164,100313,0.274,1.37,8754,120837,5821,150863,47935,0.32,0.86,17.2,32299,6.08,1.39,0.058,0.88,50,-,-,-,-,#DIV/0!,9828,0.09,-,-
Alabama,1993,4214269,4368181111,734288,0.174,0.87,5949,69334,43003,101579,44588,0.44,0.8,17.1,29137,3.75,1.35,0.058,0.682,59.44,-,-,-,-,#DIV/0!,178391,0.24,-,-
Alaska,1993,599436,1558581681,125948,0.21,1.05,12375,187742,7193,216680,73802,0.34,1.33,17.5,39902,6.83,2.03,0.057,0.783,67.49,-,-,-,-,#DIV/0!,12119,0.12,-,-
Arizona,1993,4065441,4526122678,709453,0.211,1.05,6380,84296,37493,120719,49396,0.41,0.89,18.9,30302,3.9,1.15,0.053,0.681,63.53,-,-,-,-,#DIV/0!,132661,0.22,-,-
Arkansas,1993,2456361,2771428294,444271,0.221,1.1,6238,71375,26014,106536,43646,0.41,0.79,17.1,27368,4.35,1.23,0.058,0.75,72.68,-,-,-,-,#DIV/0!,101266,0.21,-,-
California,1993,31275372,39085445630,5327231,0.205,1.02,7337,97071,221787,176230,62543,0.35,1.13,24,37017,3.53,1.08,0.042,0.562,64.28,-,-,-,-,#DIV/0!,1203576,0.23,-,-
Colorado,1993,3613720,4593734089,625062,0.209,1.04,7349,98922,33661,136471,52543,0.39,0.95,18.6,36109,3.69,1.1,0.054,0.712,71.32,-,-,-,-,#DIV/0!,60465,0.11,-,-
Connecticut,1993,3309134,6131456460,496298,0.176,0.88,12354,143811,34526,177590,77308,0.44,1.39,14.4,47508,4.1,1.46,0.069,0.928,76.57,-,-,-,-,#DIV/0!,79956,0.15,-,-
Delaware,1993,706375,1001076591,105547,0.176,0.87,9485,115704,6380,156909,58202,0.37,1.05,16.5,37761,3.98,1.42,0.061,0.783,67.48,-,-,-,-,#DIV/0!,13157,0.11,-,-
District of Columbia,1993,595305,1109145374,80678,0.157,0.78,13748,151298,6056,183148,66083,0.36,1.19,13.3,48494,4.01,1.6,0.075,0.902,54.17,-,-,-,-,#DIV/0!,21916,0.31,-,-
Florida,1993,13927355,16062707950,2040763,0.172,0.85,7871,95456,110653,145163,49620,0.34,0.89,18.4,35211,3.5,1.28,0.054,0.732,60.81,-,-,-,-,#DIV/0!,439058,0.22,-,-
Georgia,1993,6978181,8774324050,1235304,0.215,1.07,7103,80981,74172,118297,47706,0.4,0.86,16.7,32209,4.07,1.18,0.06,0.709,59.17,-,-,-,-,#DIV/0!,303929,0.29,-,-
Hawaii,1993,1172820,1551785316,180410,0.182,0.91,8601,98853,10111,153475,56796,0.37,1.02,17.8,40509,3.46,1.19,0.056,0.633,89.88,-,-,-,-,#DIV/0!,30598,0.16,-,-
Idaho,1993,1108770,1335600389,236774,0.272,1.35,5641,66898,12007,111235,43114,0.39,0.78,19.7,29777,4.28,0.99,0.051,0.642,75.33,-,-,-,-,#DIV/0!,46083,0.2,-,-
Illinois,1993,11809531,15666256105,1893078,0.191,0.95,8276,98606,110874,141298,61181,0.43,1.1,17.1,37642,3.7,1.21,0.058,0.747,75.45,-,-,-,-,#DIV/0!,442326,0.21,-,-
Indiana,1993,5739036,7873922871,965633,0.202,1.01,8154,89719,55107,142884,55473,0.39,1,17.5,32457,4.44,1.37,0.057,0.711,76.27,-,-,-,-,#DIV/0!,128149,0.13,-,-
Iowa,1993,2837034,3929331080,498519,0.213,1.06,7882,97368,31616,124283,47781,0.38,0.86,15.8,30756,4.76,1.4,0.063,0.828,83.25,-,-,-,-,#DIV/0!,75854,0.15,-,-
Kansas,1993,2556511,3614996384,457614,0.218,1.09,7900,96019,30283,119374,52680,0.44,0.95,15.1,33657,4.46,1.28,0.066,0.849,78.45,-,-,-,-,#DIV/0!,56079,0.12,-,-
Kentucky,1993,3812122,4589576557,655265,0.208,1.03,7004,73492,37324,122966,49124,0.4,0.89,17.6,28707,4.41,1.33,0.057,0.703,69.21,-,-,-,-,#DIV/0!,145737,0.23,-,-
Louisiana,1993,4316419,5144436558,800560,0.228,1.13,6426,80391,46913,109659,40534,0.37,0.73,17.1,28450,4.37,1.2,0.058,0.718,56.59,-,-,-,-,#DIV/0!,280436,0.32,-,-
Maine,1993,1242287,1878682717,216995,0.212,1.05,8658,97739,15344,122438,48147,0.39,0.87,14.1,30833,5.2,1.54,0.071,0.87,78.64,-,-,-,-,#DIV/0!,37913,0.17,-,-
Maryland,1993,4971886,7436031596,772638,0.184,0.92,9624,116053,44171,168346,61284,0.36,1.1,17.5,40676,3.88,1.32,0.057,0.747,77.46,-,-,-,-,#DIV/0!,110101,0.16,-,-
Massachusetts,1993,6060649,8764209509,877726,0.169,0.84,9985,119023,58766,149137,60616,0.41,1.09,14.9,41087,3.69,1.36,0.067,0.877,76.17,-,-,-,-,#DIV/0!,148740,0.18,-,-
Michigan,1993,9540230,15261950401,1599377,0.201,1,9542,112469,80267,190140,69676,0.37,1.26,19.9,34022,4.89,1.52,0.05,0.652,72.94,-,-,-,-,#DIV/0!,277121,0.17,-,-
Minnesota,1993,4555974,6728764561,810233,0.216,1.08,8305,104504,46956,143299,55050,0.38,0.99,17.3,35103,4.4,1.27,0.058,0.749,86.36,-,-,-,-,#DIV/0!,112937,0.16,-,-
Mississippi,1993,2655089,2682409588,505907,0.235,1.17,5302,63652,28376,94531,39071,0.41,0.7,17.8,25147,4.21,1.12,0.056,0.707,58.93,-,-,-,-,#DIV/0!,188502,0.31,-,-
Missouri,1993,5271097,6190103911,866378,0.197,0.98,7145,85053,54860,112835,47096,0.42,0.85,15.8,32761,3.79,1.2,0.063,0.796,71.06,-,-,-,-,#DIV/0!,159463,0.17,-,-
Montana,1993,844738,1277962909,163009,0.239,1.19,7840,99937,9950,128438,43804,0.34,0.79,16.4,29105,5.47,1.43,0.061,0.815,81.49,-,-,-,-,#DIV/0!,25366,0.15,-,-
Nebraska,1993,1625624,2353727422,285097,0.213,1.06,8256,98608,19616,119990,45923,0.38,0.83,14.5,33026,4.7,1.38,0.069,0.868,80.53,-,-,-,-,#DIV/0!,44837,0.15,-,-
Nevada,1993,1411187,1709648759,235800,0.201,1,7250,86505,12579,135913,52743,0.39,0.95,18.7,37649,3.41,1.06,0.053,0.653,69.83,-,-,-,-,#DIV/0!,42175,0.19,-,-
New Hampshire,1993,1129479,1565755862,185360,0.196,0.98,8447,98937,11972,130785,53001,0.41,0.95,15.5,36801,4,1.27,0.065,0.812,76.28,-,-,-,-,#DIV/0!,18087,0.1,-,-
New Jersey,1993,7948921,16243361364,1151307,0.169,0.84,14109,154174,84564,192084,69423,0.36,1.25,13.6,44054,4.9,1.81,0.074,0.902,79.68,-,-,-,-,#DIV/0!,153937,0.13,-,-
New Mexico,1993,1636423,2057543914,322292,0.245,1.22,6384,82410,18404,111799,42254,0.38,0.76,17.5,28088,4.75,1.21,0.057,0.708,59.72,-,-,-,-,#DIV/0!,87801,0.28,-,-
New York,1993,18374836,34295983134,2733813,0.175,0.87,12545,151208,179413,191157,71099,0.37,1.28,15.2,41210,4.79,1.71,0.066,0.829,64.15,-,-,-,-,#DIV/0!,641164,0.23,-,-
North Carolina,1993,7042798,7999434400,1133231,0.192,0.95,7059,81352,69421,115231,46178,0.4,0.83,16.3,32176,3.71,1.21,0.061,0.72,64.12,-,-,-,-,#DIV/0!,246787,0.23,-,-
North Dakota,1993,641204,812124514,119127,0.228,1.14,6817,87960,7755,104723,39619,0.38,0.71,15.4,29062,4.6,1.26,0.065,0.833,80.92,-,-,-,-,#DIV/0!,14474,0.13,-,-
Ohio,1993,11101130,14944561109,1807319,0.194,0.97,8269,95643,107444,139092,55412,0.4,1,16.8,33431,4.19,1.35,0.06,0.723,70,-,-,-,-,#DIV/0!,375403,0.18,-,-
Oklahoma,1993,3252352,4166696605,604076,0.228,1.14,6898,81036,39031,106754,41954,0.39,0.76,15.5,28800,4.64,1.27,0.065,0.794,72.57,-,-,-,-,#DIV/0!,112149,0.19,-,-
Oregon,1993,3060442,4435048657,516611,0.203,1.01,8585,107964,26488,167436,58581,0.35,1.06,19.5,32822,4.64,1.43,0.051,0.698,69.58,-,-,-,-,#DIV/0!,62233,0.12,-,-
Pennsylvania,1993,12119779,17468941522,1744082,0.168,0.84,10016,118879,101301,172446,65878,0.38,1.19,17.2,35383,4.28,1.59,0.058,0.782,77.36,-,-,-,-,#DIV/0!,289235,0.15,-,-
Rhode Island,1993,1015125,1539271344,145676,0.168,0.83,10566,122810,9823,156701,60985,0.39,1.1,14.8,35423,4.52,1.69,0.068,0.866,72.44,-,-,-,-,#DIV/0!,25076,0.21,-,-
South Carolina,1993,3663340,4338899165,643696,0.213,1.06,6741,78998,38620,112349,45926,0.41,0.83,16.7,28812,4.32,1.27,0.06,0.742,59.81,-,-,-,-,#DIV/0!,192003,0.27,-,-
South Dakota,1993,722162,909317972,142825,0.247,1.23,6367,80407,9557,95147,39236,0.41,0.71,14.9,30317,4.44,1.13,0.067,0.856,-,-,-,-,-,#DIV/0!,23125,0.17,-,-
Tennessee,1993,5137590,5139090458,866557,0.203,1.01,5930,71104,46066,111559,47398,0.42,0.85,18.8,31472,3.33,1.03,0.053,0.656,60.53,-,-,-,-,#DIV/0!,128140,0.16,-,-
Texas,1993,18161676,25175924134,3608262,0.248,1.23,6977,85089,224830,111978,47422,0.42,0.85,16,31482,4.59,1.16,0.063,0.771,56.7,-,-,-,-,#DIV/0!,715771,0.23,-,-
Utah,1993,1898382,2349428004,471365,0.33,1.64,4984,60742,19053,123310,43037,0.35,0.78,24.7,27434,4.73,0.9,0.04,0.525,83.72,-,-,-,-,#DIV/0!,45972,0.11,-,-
Vermont,1993,577755,1000940746,102755,0.216,1.08,9741,116905,7330,136554,53616,0.39,0.97,14,32186,5.73,1.66,0.071,0.927,79.79,-,-,-,-,#DIV/0!,10135,0.11,-,-
Virginia,1993,6509588,8459566158,1045471,0.191,0.95,8092,95992,70859,119386,51274,0.43,0.92,14.8,37471,3.7,1.21,0.068,0.798,74.84,-,-,-,-,#DIV/0!,145722,0.14,-,-
Washington,1993,5278946,7606528331,915952,0.21,1.05,8305,100202,45524,167088,55707,0.33,1,20.1,36664,4.19,1.25,0.05,0.631,-,-,-,-,-,#DIV/0!,133078,0.15,-,-
West Virginia,1993,1817533,2586768578,314383,0.209,1.04,8228,92679,21029,123010,47453,0.39,0.85,14.9,26956,5.53,1.66,0.067,0.832,77.81,-,-,-,-,#DIV/0!,92637,0.31,-,-
Wisconsin,1993,5084915,8038186946,844001,0.199,0.99,9524,109835,52822,152175,55904,0.37,1.01,16,33742,4.98,1.57,0.063,0.797,79.04,-,-,-,-,#DIV/0!,144989,0.15,-,-
Wyoming,1993,473070,868055264,100899,0.271,1.35,8603,121125,6537,132791,48079,0.36,0.87,15.4,32640,5.88,1.36,0.065,0.88,78.47,-,-,-,-,#DIV/0!,13849,0.13,-,-
Alabama,1994,4260332,4568037150,736531,0.173,0.86,6202,70489,42791,106752,47029,0.44,0.85,17.2,29753,3.81,1.38,0.058,0.691,52.55,-,-,-,-,#DIV/0!,148491,0.21,-,-
Alaska,1994,603300,1540661231,127057,0.211,1.05,12126,183890,7205,213832,72408,0.34,1.31,17.6,39928,6.72,2,0.057,0.777,64.33,-,-,-,-,#DIV/0!,9824,0.09,-,-
Arizona,1994,4245157,4746534782,737424,0.21,1.04,6437,84743,38132,124476,48586,0.39,0.88,19.3,31044,3.82,1.14,0.052,0.682,55.07,-,-,-,-,#DIV/0!,146972,0.23,-,-
Arkansas,1994,2493965,2828103949,447565,0.219,1.09,6319,73137,26181,108021,43692,0.4,0.79,17.1,27903,4.29,1.23,0.058,0.754,68.94,-,-,-,-,#DIV/0!,111351,0.25,-,-
California,1994,31484576,39168843426,5407475,0.207,1.03,7243,97327,225016,174071,62030,0.36,1.12,24,36989,3.51,1.06,0.042,0.56,64.91,-,-,-,-,#DIV/0!,1518032,0.26,-,-
Colorado,1994,3724106,4880025712,640521,0.208,1.03,7619,99275,34894,139853,52204,0.37,0.94,18.4,36808,3.74,1.13,0.054,0.712,71.45,-,-,-,-,#DIV/0!,63000,0.11,-,-
Connecticut,1994,3316090,6411140978,506824,0.18,0.9,12650,148411,35316,181536,75571,0.42,1.37,14.4,47434,4.28,1.49,0.069,0.931,77.01,-,-,-,-,#DIV/0!,64797,0.13,-,-
Delaware,1994,717538,1048273844,106813,0.175,0.87,9814,117889,6416,163384,59007,0.36,1.07,16.6,37678,4.12,1.47,0.06,0.787,62.97,-,-,-,-,#DIV/0!,14871,0.14,-,-
District of Columbia,1994,589248,1006712067,80450,0.158,0.79,12514,155128,6110,164765,65989,0.4,1.19,13.2,48861,3.67,1.45,0.076,0.924,53.36,-,-,-,-,#DIV/0!,41137,0.52,-,-
Florida,1994,14239521,16633770789,2111188,0.174,0.86,7879,97042,110674,150295,49210,0.33,0.89,19.1,35363,3.53,1.27,0.052,0.734,62.64,-,-,-,-,#DIV/0!,628499,0.27,-,-
Georgia,1994,7157176,9263042659,1270948,0.216,1.07,7288,83337,77914,118888,48761,0.41,0.88,16.3,32998,4.09,1.19,0.061,0.717,57.86,-,-,-,-,#DIV/0!,213442,0.19,-,-
Hawaii,1994,1187540,1552818396,183795,0.183,0.91,8449,100416,10240,151642,58164,0.38,1.05,17.9,39865,3.49,1.19,0.056,0.645,66.19,-,-,-,-,#DIV/0!,24655,0.13,-,-
Idaho,1994,1145138,1436018403,240448,0.266,1.32,5972,68085,12582,114133,44974,0.39,0.81,19.1,30076,4.4,1.04,0.052,0.646,75.87,-,-,-,-,#DIV/0!,34329,0.14,-,-
Illinois,1994,11912655,16060999938,1916172,0.192,0.95,8382,100236,110830,144916,59543,0.41,1.08,17.3,38325,3.69,1.21,0.058,0.751,72.97,-,-,-,-,#DIV/0!,371979,0.18,-,-
Indiana,1994,5793635,7915209753,969022,0.201,1,8168,92402,55496,142627,55547,0.39,1,17.5,33318,4.32,1.34,0.057,0.718,72.07,-,-,-,-,#DIV/0!,109491,0.11,-,-
Iowa,1994,2850775,3958555343,500440,0.213,1.06,7910,98127,31726,124773,47583,0.38,0.86,15.8,32527,4.52,1.33,0.063,0.831,81.3,-,-,-,-,#DIV/0!,57266,0.11,-,-
Kansas,1994,2580462,3632619357,460838,0.217,1.08,7883,97186,30579,118795,52326,0.44,0.95,15.1,33997,4.39,1.26,0.066,0.852,72.16,-,-,-,-,#DIV/0!,66715,0.15,-,-
Kentucky,1994,3849071,4511591545,657642,0.206,1.02,6860,75718,38784,116326,48710,0.42,0.88,17,29137,4.24,1.29,0.059,0.713,41.15,-,-,-,-,#DIV/0!,152349,0.24,-,-
Louisiana,1994,4347522,5246747165,797933,0.225,1.12,6575,80707,47599,110228,39957,0.36,0.72,16.8,29352,4.29,1.19,0.06,0.726,57.28,-,-,-,-,#DIV/0!,347772,0.39,-,-
Maine,1994,1242676,1934675093,212601,0.206,1.02,9100,101388,15404,125596,48279,0.38,0.87,13.8,31311,5.28,1.6,0.072,0.887,76.48,-,-,-,-,#DIV/0!,40259,0.16,-,-
Maryland,1994,5023012,7673123264,790938,0.187,0.93,9701,118222,46565,164783,61400,0.37,1.11,17,41057,3.93,1.31,0.059,0.752,73.15,-,-,-,-,#DIV/0!,96398,0.14,-,-
Massachusetts,1994,6095156,9150760975,893727,0.172,0.85,10239,121823,60489,151280,61603,0.41,1.11,14.8,41814,3.77,1.37,0.068,0.878,73.53,-,-,-,-,#DIV/0!,143525,0.16,-,-
Michigan,1994,9597745,15758999253,1614784,0.202,1,9759,114250,80522,195710,63264,0.32,1.14,20.1,35456,4.81,1.49,0.05,0.656,66.95,-,-,-,-,#DIV/0!,401963,0.24,-,-
Minnesota,1994,4610364,6978095517,821693,0.217,1.08,8492,105684,46958,148603,54283,0.37,0.98,17.5,36280,4.36,1.26,0.057,0.748,79.86,-,-,-,-,#DIV/0!,84937,0.12,-,-
